command,mean,stddev,user,system,min,max
java -jar desafioMatrizNoPrint.jar 10 1,0.15601865168,0.0011340496510579751,0.09995449999999999,0.027992754999999998,0.15478096828000001,0.15800212728000002
java -jar desafioMatrizNoPrint.jar 10 2,0.15675160378,0.0008757816102561981,0.10038720000000001,0.02762285499999999,0.15596172928,0.15861211428
java -jar desafioMatrizNoPrint.jar 10 3,0.15720741247999998,0.0025222550012797343,0.10010649999999996,0.028151154999999994,0.15548743128,0.16390712328
java -jar desafioMatrizNoPrint.jar 10 4,0.15927994718,0.007890381168283772,0.1027334,0.028905254999999998,0.15419512128,0.18060032328
java -jar desafioMatrizNoPrint.jar 10 5,0.18575165468000002,0.042329613460038114,0.1133899,0.031724555,0.15920580728,0.27671522728000003
java -jar desafioMatrizNoPrint.jar 10 6,0.16246157258,0.002899949993119763,0.1048298,0.029239355,0.15855850828,0.16723800228
java -jar desafioMatrizNoPrint.jar 10 7,0.16120874708,0.003936239939282887,0.1028007,0.028880355000000003,0.15726708128,0.17075011328
java -jar desafioMatrizNoPrint.jar 10 8,0.15859269458,0.001070722372264428,0.1016835,0.028641855,0.15708410628,0.16047439628000001
java -jar desafioMatrizNoPrint.jar 10 9,0.15787486388,0.002131589296877499,0.1018026,0.028602154999999997,0.15598381128,0.16161159428
java -jar desafioMatrizNoPrint.jar 10 10,0.15840836528,0.0024485275916578046,0.1016227,0.029122554999999994,0.15580258028,0.16481326928
